Farm,Field,Crop,Activity Name,Date Due,Date & Time Started,Date & Time Completed,Active Ingredient,Cumulative Area (acre),Total Application Rate (gal/acre),Volume Rate (gal/acre),Harvested Weight (ton),Canal Level PSI,Flow Meter,Rain Meter,Sentek 1 Sensor Depth,Solar Radiation,Temp,Wind Direction
Merced College Farm,MC15,Oats - spring,Compost Application,10/13/2021,,,Magnesium,6.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC15,Oats - spring,Compost Application,10/13/2021,,,Manganese,6.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC15,Oats - spring,Compost Application,10/13/2021,,,Nitrogen,6.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC15,Oats - spring,Compost Application,10/13/2021,,,Phosphate,6.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC15,Oats - spring,Compost Application,10/13/2021,,,Potash,6.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC15,Oats - spring,Compost Application,10/13/2021,,,Sodium,6.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC15,Oats - spring,Compost Application,10/13/2021,,,Sulfur,6.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC15,Oats - spring,Compost Application,10/13/2021,,,Zinc,6.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC15,Oats - spring,Compost Application,10/13/2021,,,,6.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC15,Oats - spring,Disc with Flat Roller,10/14/2021,,,,6.68,0,0,0,0,0,0,0,0,0,0
Merced College Farm,MC15,Oats - spring,Disc with Ring Roller,4/1/2021,,,,6.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC15,Oats - spring,Flood Irrigation - Well,10/30/2020,,,Water,6.68,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC15,Oats - spring,Flood Irrigation - Well,10/30/2020,,,,6.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC15,Oats - spring,Flood Irrigation - Well,11/30/2020,,,Water,6.68,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC15,Oats - spring,Flood Irrigation - Well,11/30/2020,,,,6.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC15,Oats - spring,Flood Irrigation - Well,1/16/2021,,,Water,6.68,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC15,Oats - spring,Flood Irrigation - Well,1/16/2021,,,,6.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC15,Oats - spring,Flood Irrigation - Well,2/18/2021,,,Water,6.68,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC15,Oats - spring,Flood Irrigation - Well,2/18/2021,,,,6.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC15,Oats - spring,Fungicide Application,1/13/2021,,,Chlorothalonil,6.68,0,1.25,0,0,0,0,0,0,0,0
Merced College Farm,MC15,Oats - spring,Fungicide Application,1/13/2021,,,,6.68,0,0,0,0,0,0,0,0,0,0
Merced College Farm,MC15,Oats - spring,Harrow Bed,3/28/2021,,,,6.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC15,Oats - spring,Make Flood Irrigation Checks,10/16/2020,,,,6.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC15,Oats - spring,Open Drains,10/18/2020,,,,6.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC15,Oats - spring,Open Drains,1/14/2021,,,,6.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC15,Oats - spring,Planting - Drill - Oats,10/15/2020,,,,6.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC15,Oats - spring,Raking,3/21/2021,,,,6.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC15,Oats - spring,Soil Sampling,10/12/2021,,,,6.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC15,Oats - spring,Swathing,3/20/2021,,,,6.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC16,Oats - spring,Baling,3/23/2021,,,,6.37,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC16,Oats - spring,Close Drains,1/10/2021,,,,6.37,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC16,Oats - spring,Close Drains,2/28/2021,,,,6.37,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC16,Oats - spring,Compost Application,10/13/2021,,,Aluminium,6.37,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC16,Oats - spring,Compost Application,10/13/2021,,,Boron,6.37,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC16,Oats - spring,Compost Application,10/13/2021,,,Calcium,6.37,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC16,Oats - spring,Compost Application,10/13/2021,,,Copper,6.37,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC16,Oats - spring,Compost Application,10/13/2021,,,Iron,6.37,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC16,Oats - spring,Compost Application,10/13/2021,,,Magnesium,6.37,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC16,Oats - spring,Compost Application,10/13/2021,,,Manganese,6.37,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC16,Oats - spring,Compost Application,10/13/2021,,,Nitrogen,6.37,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC16,Oats - spring,Compost Application,10/13/2021,,,Phosphate,6.37,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC16,Oats - spring,Compost Application,10/13/2021,,,Potash,6.37,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC16,Oats - spring,Compost Application,10/13/2021,,,Sodium,6.37,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC16,Oats - spring,Compost Application,10/13/2021,,,Sulfur,6.37,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC16,Oats - spring,Compost Application,10/13/2021,,,Zinc,6.37,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC16,Oats - spring,Compost Application,10/13/2021,,,,6.37,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC16,Oats - spring,Disc with Flat Roller,10/14/2021,,,,6.37,0,0,0,0,0,0,0,0,0,0
Merced College Farm,MC16,Oats - spring,Disc with Ring Roller,4/1/2021,,,,6.37,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC16,Oats - spring,Flood Irrigation - Well,10/30/2020,,,Water,6.37,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC16,Oats - spring,Flood Irrigation - Well,10/30/2020,,,,6.37,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC16,Oats - spring,Flood Irrigation - Well,11/30/2020,,,Water,6.37,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC16,Oats - spring,Flood Irrigation - Well,11/30/2020,,,,6.37,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC16,Oats - spring,Flood Irrigation - Well,1/16/2021,,,Water,6.37,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC16,Oats - spring,Flood Irrigation - Well,1/16/2021,,,,6.37,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC16,Oats - spring,Flood Irrigation - Well,2/18/2021,,,Water,6.37,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC16,Oats - spring,Flood Irrigation - Well,2/18/2021,,,,6.37,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC16,Oats - spring,Fungicide Application,1/13/2021,,,Chlorothalonil,6.37,0,1.25,0,0,0,0,0,0,0,0
Merced College Farm,MC16,Oats - spring,Fungicide Application,1/13/2021,,,,6.37,0,0,0,0,0,0,0,0,0,0
Merced College Farm,MC16,Oats - spring,Harrow Bed,3/28/2021,,,,6.37,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC16,Oats - spring,Make Flood Irrigation Checks,10/16/2020,,,,6.37,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC16,Oats - spring,Open Drains,10/18/2020,,,,6.37,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC16,Oats - spring,Open Drains,1/14/2021,,,,6.37,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC16,Oats - spring,Planting - Drill - Oats,10/15/2020,,,,6.37,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC16,Oats - spring,Raking,3/21/2021,,,,6.37,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC16,Oats - spring,Soil Sampling,10/12/2021,,,,6.37,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC16,Oats - spring,Swathing,3/20/2021,,,,6.37,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC17,Oats - spring,Baling,3/23/2021,,,,6.58,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC17,Oats - spring,Close Drains,1/10/2021,,,,6.58,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC17,Oats - spring,Close Drains,2/28/2021,,,,6.58,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC17,Oats - spring,Compost Application,10/13/2021,,,Aluminium,6.58,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC17,Oats - spring,Compost Application,10/13/2021,,,Boron,6.58,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC17,Oats - spring,Compost Application,10/13/2021,,,Calcium,6.58,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC17,Oats - spring,Compost Application,10/13/2021,,,Copper,6.58,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC17,Oats - spring,Compost Application,10/13/2021,,,Iron,6.58,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC17,Oats - spring,Compost Application,10/13/2021,,,Magnesium,6.58,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC17,Oats - spring,Compost Application,10/13/2021,,,Manganese,6.58,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC17,Oats - spring,Compost Application,10/13/2021,,,Nitrogen,6.58,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC17,Oats - spring,Compost Application,10/13/2021,,,Phosphate,6.58,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC17,Oats - spring,Compost Application,10/13/2021,,,Potash,6.58,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC17,Oats - spring,Compost Application,10/13/2021,,,Sodium,6.58,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC17,Oats - spring,Compost Application,10/13/2021,,,Sulfur,6.58,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC17,Oats - spring,Compost Application,10/13/2021,,,Zinc,6.58,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC17,Oats - spring,Compost Application,10/13/2021,,,,6.58,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC17,Oats - spring,Disc with Flat Roller,10/14/2021,,,,6.58,0,0,0,0,0,0,0,0,0,0
Merced College Farm,MC17,Oats - spring,Disc with Ring Roller,4/1/2021,,,,6.58,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC17,Oats - spring,Flood Irrigation - Well,10/30/2020,,,Water,6.58,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC17,Oats - spring,Flood Irrigation - Well,10/30/2020,,,,6.58,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC17,Oats - spring,Flood Irrigation - Well,11/30/2020,,,Water,6.58,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC17,Oats - spring,Flood Irrigation - Well,11/30/2020,,,,6.58,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC17,Oats - spring,Flood Irrigation - Well,1/16/2021,,,Water,6.58,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC17,Oats - spring,Flood Irrigation - Well,1/16/2021,,,,6.58,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC17,Oats - spring,Flood Irrigation - Well,2/18/2021,,,Water,6.58,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC17,Oats - spring,Flood Irrigation - Well,2/18/2021,,,,6.58,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC17,Oats - spring,Fungicide Application,1/13/2021,,,Chlorothalonil,6.58,0,1.25,0,0,0,0,0,0,0,0
Merced College Farm,MC17,Oats - spring,Fungicide Application,1/13/2021,,,,6.58,0,0,0,0,0,0,0,0,0,0
Merced College Farm,MC17,Oats - spring,Harrow Bed,3/28/2021,,,,6.58,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC17,Oats - spring,Make Flood Irrigation Checks,10/16/2020,,,,6.58,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC17,Oats - spring,Open Drains,10/18/2020,,,,6.58,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC17,Oats - spring,Open Drains,1/14/2021,,,,6.58,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC17,Oats - spring,Planting - Drill - Oats,10/15/2020,,,,6.58,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC17,Oats - spring,Raking,3/21/2021,,,,6.58,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC17,Oats - spring,Soil Sampling,10/12/2021,,,,6.58,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC17,Oats - spring,Swathing,3/20/2021,,,,6.58,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC18,Triticale,Baling,4/5/2021,,,,1.77,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC18,Triticale,Close Drains,1/10/2021,,,,1.77,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC18,Triticale,Close Drains,2/28/2021,,,,1.77,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC18,Triticale,Compost Application,10/13/2021,,,Aluminium,1.77,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC18,Triticale,Compost Application,10/13/2021,,,Boron,1.77,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC18,Triticale,Compost Application,10/13/2021,,,Calcium,1.77,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC18,Triticale,Compost Application,10/13/2021,,,Copper,1.77,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC18,Triticale,Compost Application,10/13/2021,,,Iron,1.77,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC18,Triticale,Compost Application,10/13/2021,,,Magnesium,1.77,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC18,Triticale,Compost Application,10/13/2021,,,Manganese,1.77,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC18,Triticale,Compost Application,10/13/2021,,,Nitrogen,1.77,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC18,Triticale,Compost Application,10/13/2021,,,Phosphate,1.77,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC18,Triticale,Compost Application,10/13/2021,,,Potash,1.77,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC18,Triticale,Compost Application,10/13/2021,,,Sodium,1.77,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC18,Triticale,Compost Application,10/13/2021,,,Sulfur,1.77,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC18,Triticale,Compost Application,10/13/2021,,,Zinc,1.77,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC18,Triticale,Compost Application,10/13/2021,,,,1.77,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC18,Triticale,Disc with Flat Roller,11/15/2020,,,,1.77,0,0,0,0,0,0,0,0,0,0
Merced College Farm,MC18,Triticale,Flood Irrigation - Well,10/30/2020,,,Water,1.77,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC18,Triticale,Flood Irrigation - Well,10/30/2020,,,,1.77,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC18,Triticale,Flood Irrigation - Well,11/30/2020,,,Water,1.77,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC18,Triticale,Flood Irrigation - Well,11/30/2020,,,,1.77,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC18,Triticale,Flood Irrigation - Well,1/16/2021,,,Water,1.77,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC18,Triticale,Flood Irrigation - Well,1/16/2021,,,,1.77,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC18,Triticale,Flood Irrigation - Well,2/18/2021,,,Water,1.77,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC18,Triticale,Flood Irrigation - Well,2/18/2021,,,,1.77,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC18,Triticale,Fungicide Application,1/13/2021,,,Chlorothalonil,1.77,0,1.25,0,0,0,0,0,0,0,0
Merced College Farm,MC18,Triticale,Fungicide Application,1/13/2021,,,,1.77,0,0,0,0,0,0,0,0,0,0
Merced College Farm,MC18,Triticale,Harrow Bed,4/6/2021,,,,1.77,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC18,Triticale,Make Flood Irrigation Checks,10/16/2020,,,,1.77,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC18,Triticale,Open Drains,10/18/2020,,,,1.77,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC18,Triticale,Open Drains,1/14/2021,,,,1.77,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC18,Triticale,Planting - Drill - Triticale,10/15/2020,,,,1.77,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC18,Triticale,Raking,3/30/2021,,,,1.77,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC18,Triticale,Soil Sampling,10/12/2021,,,,1.77,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC18,Triticale,Swathing,3/20/2021,,,,3.54,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC19,Triticale,Baling,4/5/2021,,,,1.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC19,Triticale,Close Drains,1/10/2021,,,,1.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC19,Triticale,Close Drains,2/28/2021,,,,1.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC19,Triticale,Compost Application,10/13/2021,,,Aluminium,1.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC19,Triticale,Compost Application,10/13/2021,,,Boron,1.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC19,Triticale,Compost Application,10/13/2021,,,Calcium,1.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC19,Triticale,Compost Application,10/13/2021,,,Copper,1.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC19,Triticale,Compost Application,10/13/2021,,,Iron,1.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC19,Triticale,Compost Application,10/13/2021,,,Magnesium,1.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC19,Triticale,Compost Application,10/13/2021,,,Manganese,1.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC19,Triticale,Compost Application,10/13/2021,,,Nitrogen,1.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC19,Triticale,Compost Application,10/13/2021,,,Phosphate,1.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC19,Triticale,Compost Application,10/13/2021,,,Potash,1.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC19,Triticale,Compost Application,10/13/2021,,,Sodium,1.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC19,Triticale,Compost Application,10/13/2021,,,Sulfur,1.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC19,Triticale,Compost Application,10/13/2021,,,Zinc,1.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC19,Triticale,Compost Application,10/13/2021,,,,1.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC19,Triticale,Disc with Flat Roller,11/15/2020,,,,1.68,0,0,0,0,0,0,0,0,0,0
Merced College Farm,MC19,Triticale,Flood Irrigation - Well,10/30/2020,,,Water,1.68,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC19,Triticale,Flood Irrigation - Well,10/30/2020,,,,1.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC19,Triticale,Flood Irrigation - Well,11/30/2020,,,Water,1.68,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC19,Triticale,Flood Irrigation - Well,11/30/2020,,,,1.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC19,Triticale,Flood Irrigation - Well,1/16/2021,,,Water,1.68,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC19,Triticale,Flood Irrigation - Well,1/16/2021,,,,1.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC19,Triticale,Flood Irrigation - Well,2/18/2021,,,Water,1.68,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC19,Triticale,Flood Irrigation - Well,2/18/2021,,,,1.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC19,Triticale,Fungicide Application,1/13/2021,,,Chlorothalonil,1.68,0,1.25,0,0,0,0,0,0,0,0
Merced College Farm,MC19,Triticale,Fungicide Application,1/13/2021,,,,1.68,0,0,0,0,0,0,0,0,0,0
Merced College Farm,MC19,Triticale,Harrow Bed,4/6/2021,,,,1.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC19,Triticale,Make Flood Irrigation Checks,10/16/2020,,,,1.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC19,Triticale,Open Drains,10/18/2020,,,,1.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC19,Triticale,Open Drains,1/14/2021,,,,1.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC19,Triticale,Planting - Drill - Triticale,10/15/2020,,,,1.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC19,Triticale,Raking,3/30/2021,,,,1.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC19,Triticale,Soil Sampling,10/12/2021,,,,1.68,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC19,Triticale,Swathing,3/20/2021,,,,3.35,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC20,Triticale,Baling,4/5/2021,,,,1.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC20,Triticale,Close Drains,1/10/2021,,,,1.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC20,Triticale,Close Drains,2/28/2021,,,,1.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC20,Triticale,Compost Application,10/13/2021,,,Aluminium,1.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC20,Triticale,Compost Application,10/13/2021,,,Boron,1.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC20,Triticale,Compost Application,10/13/2021,,,Calcium,1.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC20,Triticale,Compost Application,10/13/2021,,,Copper,1.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC20,Triticale,Compost Application,10/13/2021,,,Iron,1.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC20,Triticale,Compost Application,10/13/2021,,,Magnesium,1.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC20,Triticale,Compost Application,10/13/2021,,,Manganese,1.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC20,Triticale,Compost Application,10/13/2021,,,Nitrogen,1.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC20,Triticale,Compost Application,10/13/2021,,,Phosphate,1.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC20,Triticale,Compost Application,10/13/2021,,,Potash,1.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC20,Triticale,Compost Application,10/13/2021,,,Sodium,1.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC20,Triticale,Compost Application,10/13/2021,,,Sulfur,1.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC20,Triticale,Compost Application,10/13/2021,,,Zinc,1.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC20,Triticale,Compost Application,10/13/2021,,,,1.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC20,Triticale,Disc with Flat Roller,11/15/2020,,,,1.51,0,0,0,0,0,0,0,0,0,0
Merced College Farm,MC20,Triticale,Flood Irrigation - Well,10/30/2020,,,Water,1.51,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC20,Triticale,Flood Irrigation - Well,10/30/2020,,,,1.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC20,Triticale,Flood Irrigation - Well,11/30/2020,,,Water,1.51,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC20,Triticale,Flood Irrigation - Well,11/30/2020,,,,1.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC20,Triticale,Flood Irrigation - Well,1/16/2021,,,Water,1.51,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC20,Triticale,Flood Irrigation - Well,1/16/2021,,,,1.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC20,Triticale,Flood Irrigation - Well,2/18/2021,,,Water,1.51,100,"13,577.14",0,0,0,0,0,0,0,0
Merced College Farm,MC20,Triticale,Flood Irrigation - Well,2/18/2021,,,,1.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC20,Triticale,Fungicide Application,1/13/2021,,,Chlorothalonil,1.51,0,1.25,0,0,0,0,0,0,0,0
Merced College Farm,MC20,Triticale,Fungicide Application,1/13/2021,,,,1.51,0,0,0,0,0,0,0,0,0,0
Merced College Farm,MC20,Triticale,Harrow Bed,4/6/2021,,,,1.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC20,Triticale,Make Flood Irrigation Checks,10/16/2020,,,,1.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC20,Triticale,Open Drains,10/18/2020,,,,1.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC20,Triticale,Open Drains,1/14/2021,,,,1.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC20,Triticale,Planting - Drill - Triticale,10/15/2020,,,,1.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC20,Triticale,Raking,3/30/2021,,,,1.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC20,Triticale,Soil Sampling,10/12/2021,,,,1.51,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC20,Triticale,Swathing,3/20/2021,,,,3.03,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC21,Triticale,Baling,4/5/2021,,,,1.3,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC21,Triticale,Close Drains,1/10/2021,,,,1.3,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC21,Triticale,Close Drains,2/28/2021,,,,1.3,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC21,Triticale,Compost Application,10/13/2021,,,Aluminium,1.3,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC21,Triticale,Compost Application,10/13/2021,,,Boron,1.3,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC21,Triticale,Compost Application,10/13/2021,,,Calcium,1.3,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC21,Triticale,Compost Application,10/13/2021,,,Copper,1.3,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC21,Triticale,Compost Application,10/13/2021,,,Iron,1.3,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC21,Triticale,Compost Application,10/13/2021,,,Magnesium,1.3,100,0,0,0,0,0,0,0,0,0
Merced College Farm,MC21,Triticale,Compost Application,10/13/2021,,,Manganese,1.3,100,0,0,0,0,0,0,0,0,0
